year,plant,species,site,habitat,treatment,survival,height,length,width,green_lvs,scape,new_lvs,biomass,canopy,lf_long,comments
1986,62,1,2,1,NA,1,101,120,113,10,2,6,5225,NA,NA,NA
1986,62,2,2,2,NA,1,120,123,82,4,0,2,1382,NA,NA,NA
1986,63,1,2,1,NA,1,76,76,64,4,0,2,442,NA,NA,NA
1986,63,2,2,2,NA,1,81,117,110,4,0,2,1682,NA,NA,NA
1986,64,1,2,1,NA,1,68,65,36,3,0,2,158,NA,NA,NA
1986,64,2,2,2,NA,1,61,119,81,3,0,2,1039,NA,NA,NA
1986,65,1,2,1,NA,1,67,81,47,4,0,2,363,NA,NA,NA
1986,65,2,2,2,NA,1,92,112,70,3,0,1,921,NA,NA,NA
1986,66,1,2,1,NA,1,71,82,65,6,0,4,1135,NA,NA,NA
1986,66,2,2,2,NA,1,86,135,68,3,0,1,899,NA,NA,NA
1986,67,1,2,1,NA,1,70,71,50,4,0,2,378,NA,NA,NA
1986,67,2,2,2,NA,1,75,102,70,3,0,1,921,NA,NA,NA
1986,68,1,2,1,NA,1,75,87,68,5,0,2,768,NA,NA,NA
1986,68,2,2,2,NA,1,71,125,111,4,2,2,1693,NA,NA,NA
1986,69,1,2,1,NA,1,73,89,61,7,0,3,1553,NA,NA,NA
1986,69,2,2,2,NA,1,94,176,93,5,1,2,1832,NA,NA,NA
1986,70,1,2,1,NA,1,67,66,50,3,0,1,195,NA,NA,NA
1986,70,2,2,2,NA,1,89,140,74,5,1,2,1629,NA,NA,NA
1986,71,1,2,1,NA,1,78,80,65,5,0,2,746,NA,NA,NA
1986,71,2,2,2,NA,1,102,142,110,4,0,2,1682,NA,NA,NA
1986,72,1,2,1,NA,1,60,66,53,3,0,1,202,NA,NA,NA
1986,72,2,2,2,NA,1,96,130,104,4,1,2,1618,NA,NA,NA
1986,73,1,2,1,NA,1,75,76,66,5,0,2,753,NA,NA,NA
1986,73,2,2,2,NA,1,90,106,69,3,0,1,910,NA,NA,NA
1986,74,1,2,1,NA,1,84,84,66,6,0,3,1146,NA,NA,NA
1986,74,2,2,2,NA,1,89,110,100,4,1,2,1575,NA,NA,NA
1986,75,1,2,1,NA,1,59,63,45,4,0,2,353,NA,NA,NA
1986,75,2,2,2,NA,1,65,118,85,2,0,1,749,NA,NA,NA
1986,76,1,2,1,NA,1,74,96,40,5,0,2,548,NA,NA,NA
1986,76,2,2,2,NA,1,84,161,65,3,0,1,867,NA,NA,NA
1986,77,1,2,1,NA,1,56,68,42,3,0,1,174,NA,NA,NA
1986,77,2,2,2,NA,1,96,103,76,3,0,1,985,NA,NA,NA
1986,78,1,2,1,NA,1,56,64,49,4,0,2,373,NA,NA,NA
1986,78,2,2,2,NA,1,72,107,82,3,0,1,1049,NA,NA,NA
1986,79,1,2,1,NA,1,87,95,76,6,0,2,1254,NA,NA,NA
1986,79,2,2,2,NA,1,35,70,65,5,0,5,1532,NA,NA,NA
1986,80,1,2,1,NA,1,66,84,50,5,0,3,631,NA,NA,NA
1986,80,2,2,2,NA,1,83,106,84,3,1,1,1071,NA,NA,NA
1986,81,1,3,1,NA,1,78,132,102,8,1,7,2930,NA,NA,NA
1986,81,2,5,2,NA,1,75,139,116,6,0,5,2411,NA,NA,NA
1986,82,1,3,1,NA,1,70,128,115,9,1,5,4147,NA,NA,NA
1986,82,2,5,2,NA,1,74,108,100,4,1,1,1575,NA,NA,NA
1986,83,1,3,1,NA,1,91,138,120,9,1,6,4261,NA,NA,NA
1986,83,2,5,2,NA,1,88,131,109,5,0,2,2004,NA,NA,NA
1986,84,1,3,1,NA,1,91,123,116,7,2,4,2339,NA,NA,NA
1986,84,2,5,2,NA,1,81,134,115,7,1,3,2733,NA,NA,NA
1986,85,1,3,1,NA,1,45,91,50,6,0,4,960,NA,NA,NA
1986,85,2,5,2,NA,1,76,141,138,6,0,2,2647,NA,NA,NA
1986,86,1,3,1,NA,1,61,94,80,9,0,7,3291,NA,NA,NA
1986,86,2,5,2,NA,1,73,118,107,6,0,5,2315,NA,NA,NA
1986,87,1,3,1,NA,1,62,91,67,7,0,5,1649,NA,NA,NA
1986,87,2,5,2,NA,1,63,94,79,5,0,2,1682,NA,NA,NA
1986,88,1,3,1,NA,1,55,69,48,4,0,3,368,NA,NA,NA
1986,88,2,5,2,NA,1,75,129,95,5,1,3,1854,NA,NA,NA
1986,89,1,3,1,NA,1,46,63,50,5,0,4,631,NA,NA,NA
1986,89,2,5,2,NA,1,99,173,167,6,2,3,2957,NA,NA,NA
1986,90,1,3,1,NA,1,43,54,44,5,0,4,582,NA,NA,NA
1986,90,2,5,2,NA,1,88,160,121,4,0,2,1800,NA,NA,NA
1986,91,1,2,2,NA,1,109,114,75,9,0,4,3159,NA,NA,NA
1986,91,2,5,2,NA,1,86,129,112,5,1,2,2036,NA,NA,NA
1986,92,1,2,2,NA,1,86,71,69,6,0,3,1179,NA,NA,NA
1986,92,2,5,2,NA,1,84,81,67,3,0,2,889,NA,NA,NA
1986,93,1,2,2,NA,1,102,92,84,8,0,3,2589,NA,NA,NA
1986,93,2,5,2,NA,1,104,149,131,5,0,3,2239,NA,NA,NA
1986,94,1,2,2,NA,1,108,107,94,10,0,4,4647,NA,NA,NA
1986,94,2,5,2,NA,1,81,143,138,7,1,4,2979,NA,NA,NA
1986,95,1,2,2,NA,1,104,94,78,8,0,4,2470,NA,NA,NA
1986,95,2,5,2,NA,1,64,84,77,4,0,2,1328,NA,NA,NA
1986,96,1,2,2,NA,1,101,105,77,8,0,4,2450,NA,NA,NA
1986,96,2,5,2,NA,1,81,125,125,5,0,3,2175,NA,NA,NA
1986,97,1,2,2,NA,1,83,73,72,9,0,4,3077,NA,NA,NA
1986,97,2,5,2,NA,1,73,139,115,5,1,3,2068,NA,NA,NA
1986,98,1,2,2,NA,1,66,76,65,7,0,3,1618,NA,NA,NA
1986,98,2,5,2,NA,1,78,143,86,7,1,4,2422,NA,NA,NA
1986,99,1,2,2,NA,1,80,86,75,8,0,4,2409,NA,NA,NA
1986,99,2,5,2,NA,1,98,133,90,5,0,4,1800,NA,NA,NA
1986,100,1,2,2,NA,1,90,71,42,6,0,3,859,NA,NA,NA
1986,100,2,5,2,NA,1,52,120,82,7,0,3,2379,NA,NA,NA
1986,101,1,2,2,NA,1,97,90,87,9,1,4,3472,NA,NA,NA
1986,101,2,3,1,NA,1,83,117,108,5,2,3,1993,NA,NA,NA
1986,102,1,2,2,NA,1,103,94,80,9,0,4,3291,NA,NA,NA
1986,102,2,3,1,NA,1,64,72,54,3,0,2,750,NA,NA,NA
1986,103,1,2,2,NA,1,93,119,78,8,0,4,2470,NA,NA,NA
1986,103,2,3,1,NA,1,80,145,134,4,3,3,1939,NA,NA,NA
1986,104,1,2,2,NA,1,90,110,88,10,0,4,4456,NA,NA,NA
1986,104,2,3,1,NA,1,90,154,113,3,1,2,1381,NA,NA,NA
1986,105,1,2,2,NA,1,78,107,103,9,0,5,3866,NA,NA,NA
1986,105,2,3,1,NA,1,64,85,40,3,0,2,600,NA,NA,NA
1986,106,1,2,2,NA,1,75,107,62,11,1,5,4439,NA,NA,NA
1986,106,2,3,1,NA,1,61,107,80,3,0,1,1028,NA,NA,NA
1986,107,1,2,2,NA,1,84,99,90,10,1,4,4520,NA,NA,NA
1986,107,2,3,1,NA,1,70,111,84,3,0,1,1071,NA,NA,NA
1986,108,1,2,2,NA,1,75,90,79,9,1,5,3265,NA,NA,NA
1986,108,2,3,1,NA,1,56,95,56,4,0,2,1103,NA,NA,NA
1986,109,1,2,2,NA,1,77,91,75,9,0,5,3159,NA,NA,NA
1986,109,2,3,1,NA,1,59,100,72,3,0,2,942,NA,NA,NA
1986,110,1,2,2,NA,1,61,85,68,8,1,4,2263,NA,NA,NA
1986,110,2,3,1,NA,1,64,114,108,3,0,2,1328,NA,NA,NA
1986,111,1,3,1,NA,1,73,111,80,9,0,6,3291,NA,NA,NA
1986,111,2,3,1,NA,1,63,131,77,5,0,3,1661,NA,NA,NA
1986,112,1,3,1,NA,1,41,52,45,5,0,4,590,NA,NA,NA
1986,112,2,3,1,NA,1,82,107,104,6,0,4,2283,NA,NA,NA
1986,113,1,3,1,NA,1,58,89,82,7,0,5,1876,NA,NA,NA
1986,113,2,3,1,NA,1,55,94,74,4,0,3,1296,NA,NA,NA
1986,114,1,3,1,NA,1,53,74,62,6,0,4,1101,NA,NA,NA
1986,114,2,3,1,NA,1,67,126,94,4,2,3,1510,NA,NA,NA
1986,115,1,3,1,NA,1,55,89,71,7,0,4,1711,NA,NA,NA
1986,115,2,3,1,NA,1,73,156,112,6,1,4,2368,NA,NA,NA
1986,116,1,3,1,NA,1,73,81,69,7,0,6,1680,NA,NA,NA
1986,116,2,3,1,NA,1,85,169,118,6,2,3,2432,NA,NA,NA
1986,117,1,3,1,NA,1,46,53,41,3,0,2,172,NA,NA,NA
1986,117,2,3,1,NA,1,68,113,79,4,0,3,1350,NA,NA,NA
1986,118,1,3,1,NA,1,49,61,50,5,0,3,631,NA,NA,NA
1986,118,2,3,1,NA,1,69,84,67,2,0,1,556,NA,NA,NA
1986,119,1,3,1,NA,1,69,110,80,9,0,7,3291,NA,NA,NA
1986,119,2,3,1,NA,1,69,112,73,5,0,3,1618,NA,NA,NA
1986,120,1,3,1,NA,1,76,96,76,8,0,6,2429,NA,NA,NA
1986,120,2,3,1,NA,1,62,103,66,4,0,3,1211,NA,NA,NA
1986,121,1,6,4,2,1,118,190,151,6,0,1,1941,NA,NA,NA
1986,122,1,6,4,2,1,100,146,130,6,0,2,1765,NA,NA,NA
1986,123,1,6,4,2,1,92,116,110,8,0,2,3075,NA,NA,NA
1986,124,1,6,4,2,1,73,140,136,5,0,2,1194,NA,NA,NA
1986,125,1,6,4,2,1,79,97,94,8,0,3,2782,NA,NA,NA
1986,126,1,6,4,2,1,108,164,117,10,0,3,5343,NA,NA,NA
1986,127,1,6,4,2,1,81,121,68,5,0,2,768,NA,NA,NA
1986,128,1,6,4,2,1,117,190,121,9,0,3,4284,NA,NA,NA
1986,129,1,6,4,2,1,95,139,84,6,0,2,1336,NA,NA,NA
1986,130,1,6,4,2,1,106,150,116,5,0,1,1079,NA,NA,NA
1986,131,1,6,4,2,1,88,165,132,5,0,2,1172,NA,NA,NA
1986,132,1,6,4,2,1,100,133,114,6,0,2,1623,NA,NA,NA
1986,133,1,6,4,2,1,84,133,72,4,0,1,477,NA,NA,NA
1986,134,1,6,4,2,1,72,146,102,5,0,2,994,NA,NA,NA
1986,135,1,6,4,2,1,98,197,150,5,0,0,1271,NA,NA,NA
1986,136,1,6,4,2,1,102,135,120,6,0,2,1677,NA,NA,NA
1986,137,1,6,4,2,1,122,177,151,6,0,2,1941,NA,NA,NA
1986,138,1,6,4,2,1,85,114,73,4,0,1,481,NA,NA,NA
1986,139,1,6,4,2,1,92,120,113,5,0,2,1061,NA,NA,NA
1986,140,1,6,4,2,1,88,159,149,6,0,2,1925,NA,NA,NA
1986,141,1,6,4,2,1,118,148,102,7,0,3,2155,NA,NA,NA
1986,142,1,6,4,2,1,91,160,143,10,0,3,6071,NA,NA,NA
1986,143,1,6,4,2,1,81,152,141,6,0,1,1858,NA,NA,NA
1986,144,1,6,4,2,1,81,132,128,7,0,2,2491,NA,NA,NA
1986,145,1,6,4,2,1,141,211,151,8,0,3,3762,NA,NA,NA
1986,146,1,6,4,2,1,100,176,153,9,0,2,4974,NA,NA,NA
1986,147,1,6,4,2,1,88,138,127,6,0,2,1739,NA,NA,NA
1986,148,1,6,4,2,1,89,150,118,6,0,2,1659,NA,NA,NA
1986,149,1,6,4,2,1,98,152,108,6,0,2,1568,NA,NA,NA
1986,150,1,6,4,2,1,86,166,163,6,0,2,2038,NA,NA,NA
1986,151,1,6,4,2,1,97,162,151,6,0,2,1941,NA,NA,NA
1986,152,1,6,4,2,1,75,94,55,3,0,1,207,NA,NA,NA
1986,153,1,6,4,2,1,90,193,129,7,0,2,2503,NA,NA,NA
1986,154,1,6,4,2,1,110,169,131,7,0,2,2528,NA,NA,NA
1986,155,1,6,4,2,1,109,175,117,7,0,2,2352,NA,NA,NA
1986,156,1,6,4,2,1,93,183,116,6,0,2,1641,NA,NA,NA
1986,157,1,6,4,2,1,89,129,69,4,0,2,464,NA,NA,NA
1986,158,1,6,4,2,1,86,175,109,6,0,2,1577,NA,NA,NA
1986,159,1,6,4,2,1,72,146,130,6,0,2,1765,NA,NA,NA
1986,160,1,6,4,2,1,93,173,156,6,0,2,1982,NA,NA,NA
1986,161,1,6,4,2,1,76,146,64,5,0,2,739,NA,NA,NA
1986,162,1,6,4,2,1,84,183,112,6,0,2,1605,NA,NA,NA
1986,163,1,6,4,2,1,99,161,132,9,0,2,4528,NA,NA,NA
1986,164,1,6,4,2,1,107,166,104,7,0,1,2182,NA,NA,NA
1986,165,1,6,4,2,1,88,154,149,6,0,2,1925,NA,NA,NA
1986,166,1,6,4,2,1,123,170,135,7,0,2,2577,NA,NA,NA
1986,167,1,6,4,2,1,50,71,57,3,0,1,212,NA,NA,NA
1986,168,1,6,4,2,1,115,192,86,6,0,2,1356,NA,NA,NA
1986,169,1,6,4,2,1,144,130,125,9,0,2,4373,NA,NA,NA
1986,170,1,6,4,2,1,66,124,39,3,0,1,166,NA,NA,NA
1986,171,1,6,4,1,1,140,169,160,10,0,2,6521,NA,NA,NA
1986,172,2,6,4,1,1,73,110,58,2,0,1,460,NA,NA,NA
1986,173,1,6,4,1,1,132,175,168,9,0,3,5279,NA,NA,NA
1986,174,1,6,4,1,1,116,165,105,10,0,4,4987,NA,NA,NA
1986,175,1,6,4,1,1,107,198,122,10,0,4,5487,NA,NA,NA
1986,176,1,6,4,1,1,85,104,86,6,0,3,1356,NA,NA,NA
1986,177,1,6,4,1,1,75,71,46,4,0,2,358,NA,NA,NA
1986,178,1,6,4,1,1,132,207,150,13,0,4,11443,NA,NA,NA
1986,179,1,6,4,1,1,81,123,84,6,0,2,1336,NA,NA,NA
1986,180,1,6,4,1,1,94,106,84,7,0,3,1905,NA,NA,NA
1986,181,1,6,4,1,1,77,129,89,7,0,2,1976,NA,NA,NA
1986,182,1,6,4,1,1,147,205,184,10,0,4,7129,NA,NA,NA
1986,183,1,6,4,1,1,143,226,148,12,0,4,9438,NA,NA,NA
1986,184,1,6,4,1,1,87,140,94,7,0,3,2046,NA,NA,NA
1986,185,1,6,4,1,1,59,85,42,4,0,1,338,NA,NA,NA
1986,186,1,6,4,1,1,58,71,53,5,0,2,655,NA,NA,NA
1986,187,1,6,4,1,1,80,107,93,7,0,3,2032,NA,NA,NA
1986,188,1,6,4,1,1,115,112,125,13,0,5,10189,NA,NA,NA
1986,189,1,6,4,1,1,111,217,111,9,0,5,4055,NA,NA,NA
1986,190,1,6,4,1,1,114,108,85,6,0,2,1346,NA,NA,NA
1986,191,1,6,4,1,1,65,87,59,4,0,2,420,NA,NA,NA
1986,192,1,6,4,1,1,91,124,77,6,0,3,1264,NA,NA,NA
1986,193,1,6,4,1,1,71,132,117,6,0,2,1650,NA,NA,NA
1986,194,1,6,4,1,1,103,113,105,5,0,2,1013,NA,NA,NA
1986,195,1,6,4,1,1,87,131,51,7,0,3,1386,NA,NA,NA
1986,196,1,6,4,1,1,149,219,154,12,0,4,9680,NA,NA,NA
1986,197,1,6,4,1,1,113,219,142,10,0,3,6044,NA,NA,NA
1986,198,1,6,4,1,1,141,210,150,9,0,4,4912,NA,NA,NA
1986,199,1,6,4,1,1,109,159,155,9,0,3,5015,NA,NA,NA
1986,200,1,6,4,1,1,149,231,157,9,0,4,5057,NA,NA,NA
1986,201,1,6,4,1,1,134,191,140,10,0,3,5990,NA,NA,NA
1986,202,1,6,4,1,1,65,112,88,4,0,2,542,NA,NA,NA
1986,203,1,6,4,1,1,73,95,36,4,0,2,306,NA,NA,NA
1986,204,1,6,4,1,1,150,180,121,8,0,3,3267,NA,NA,NA
1986,205,1,6,4,1,1,100,107,90,5,0,2,918,NA,NA,NA
1986,206,1,6,4,1,1,131,205,124,8,0,3,3318,NA,NA,NA
1986,207,1,6,4,1,1,94,131,89,8,0,3,2686,NA,NA,NA
1986,208,1,6,4,1,1,93,84,80,5,0,3,852,NA,NA,NA
1986,209,1,6,4,1,1,163,259,202,11,0,5,9419,NA,NA,NA
1986,210,1,6,4,1,1,127,90,84,5,0,2,878,NA,NA,NA
1986,211,1,6,4,1,1,144,220,197,10,0,3,7445,NA,NA,NA
1986,212,1,6,4,1,1,99,135,124,7,0,2,2441,NA,NA,NA
1986,213,1,6,4,1,1,82,103,86,4,0,1,534,NA,NA,NA
1986,214,1,6,4,1,1,159,287,254,11,0,4,10899,NA,NA,NA
1986,215,1,6,4,1,1,107,163,138,9,0,3,4658,NA,NA,NA
1986,216,1,6,4,1,1,105,118,95,6,0,2,1445,NA,NA,NA
1986,217,1,6,4,1,1,105,164,132,9,0,3,4528,NA,NA,NA
1986,218,1,6,4,1,1,111,145,125,10,0,2,5572,NA,NA,NA
1986,219,1,6,4,1,1,97,126,84,6,0,2,1336,NA,NA,NA
1986,220,1,6,4,1,1,100,153,146,6,0,2,1900,NA,NA,NA
1986,221,2,6,4,2,1,104,162,104,3,0,1,1285,NA,NA,NA
1986,222,2,6,4,2,1,126,220,109,3,0,1,1339,NA,NA,NA
1986,223,2,6,4,2,1,143,183,130,3,0,1,1564,NA,NA,NA
1986,224,2,6,4,2,1,165,225,180,4,0,1,2432,NA,NA,NA
1986,225,2,6,4,2,1,100,231,81,4,0,2,1371,NA,NA,NA
1986,226,2,6,4,2,1,119,199,138,3,0,1,1649,NA,NA,NA
1986,227,2,6,4,2,1,122,183,118,3,0,1,1435,NA,NA,NA
1986,228,2,6,4,2,1,115,202,144,5,0,2,2378,NA,NA,NA
1986,229,2,6,4,2,1,146,211,172,5,0,2,2678,NA,NA,NA
1986,230,2,6,4,2,1,91,154,78,3,0,1,1007,NA,NA,NA
1986,231,2,6,4,2,1,117,216,197,5,0,2,2946,NA,NA,NA
1986,232,2,6,4,2,1,134,199,194,4,0,1,2581,NA,NA,NA
1986,233,2,6,4,2,1,125,119,106,3,0,1,1306,NA,NA,NA
1986,234,2,6,4,2,1,110,248,142,3,0,1,1692,NA,NA,NA
1986,235,2,6,4,2,1,114,154,143,3,0,2,1703,NA,NA,NA
1986,236,2,6,4,2,1,80,149,116,3,0,1,1414,NA,NA,NA
1986,237,2,6,4,2,1,104,255,199,4,0,1,2635,NA,NA,NA
1986,238,2,6,4,2,1,119,223,153,4,0,1,2142,NA,NA,NA
1986,239,2,6,4,2,1,80,140,71,3,0,2,932,NA,NA,NA
1986,240,2,6,4,2,1,113,199,108,4,0,1,1660,NA,NA,NA
1986,241,2,6,4,2,1,95,142,108,3,0,1,1328,NA,NA,NA
1986,242,2,6,4,2,1,105,235,110,6,0,2,2347,NA,NA,NA
1986,243,2,6,4,2,1,116,179,178,4,0,1,2410,NA,NA,NA
1986,244,2,6,4,2,1,126,206,129,4,0,2,1885,NA,NA,NA
1986,245,2,6,4,2,1,126,163,86,2,0,1,760,NA,NA,NA
1986,246,2,6,4,2,1,96,176,159,6,0,1,2872,NA,NA,NA
1986,247,2,6,4,2,1,129,246,198,4,0,2,2624,NA,NA,NA
1986,248,2,6,4,2,1,109,192,57,3,0,2,782,NA,NA,NA
1986,249,2,6,4,2,1,91,135,125,4,0,2,1842,NA,NA,NA
1986,250,2,6,4,2,1,110,190,182,4,0,2,2453,NA,NA,NA
1986,251,2,6,4,2,1,98,165,129,3,0,1,1553,NA,NA,NA
1986,252,2,6,4,2,1,109,146,131,4,0,2,1907,NA,NA,NA
1986,253,2,6,4,2,1,116,136,96,3,0,2,1199,NA,NA,NA
1986,254,2,6,4,2,1,74,181,150,3,0,1,1778,NA,NA,NA
1986,255,2,6,4,2,1,117,196,170,5,0,2,2657,NA,NA,NA
1986,256,2,6,4,2,1,104,113,92,2,0,1,824,NA,NA,NA
1986,257,2,6,4,2,1,113,224,113,3,0,1,1381,NA,NA,NA
1986,258,2,6,4,2,1,136,254,89,3,0,1,1124,NA,NA,NA
1986,259,2,6,4,2,1,108,230,94,3,0,1,1178,NA,NA,NA
1986,260,2,6,4,2,1,133,222,171,4,0,2,2335,NA,NA,NA
1986,261,2,6,4,2,1,130,281,77,4,0,2,1328,NA,NA,NA
1986,262,2,6,4,2,1,140,210,167,5,0,2,2625,NA,NA,NA
1986,263,2,6,4,2,1,150,248,161,5,0,2,2561,NA,NA,NA
1986,264,2,6,4,2,1,82,186,82,3,0,1,1049,NA,NA,NA
1986,265,2,6,4,2,1,109,176,140,4,0,1,2003,NA,NA,NA
1986,266,2,6,4,2,1,92,165,84,3,0,1,1071,NA,NA,NA
1986,267,2,6,4,2,1,98,173,106,3,0,2,1306,NA,NA,NA
1986,268,2,6,4,2,1,130,217,110,4,0,1,1682,NA,NA,NA
1986,269,2,6,4,2,1,106,165,69,3,0,1,910,NA,NA,NA
1986,270,2,6,4,2,1,85,121,83,3,0,1,1060,NA,NA,NA
1986,271,2,6,4,1,1,121,185,95,3,0,1,1189,NA,NA,NA
1986,272,2,6,4,1,1,92,156,104,4,0,1,1618,NA,NA,NA
1986,273,2,6,4,1,1,131,263,118,4,0,2,1767,NA,NA,NA
1986,274,2,6,4,1,1,96,178,140,4,0,2,2003,NA,NA,NA
1986,275,2,6,4,1,1,99,229,188,5,0,2,2850,NA,NA,NA
1986,276,2,6,4,1,1,112,245,153,5,0,1,2475,NA,NA,NA
1986,277,2,6,4,1,1,126,241,198,5,0,2,2957,NA,NA,NA
1986,278,2,6,4,1,1,94,207,157,5,0,2,2518,NA,NA,NA
1986,279,2,6,4,1,1,103,188,138,5,0,2,2314,NA,NA,NA
1986,280,2,6,4,1,1,128,225,211,5,0,2,3096,NA,NA,NA
1986,281,2,6,4,1,1,104,147,116,3,0,2,1414,NA,NA,NA
1986,282,2,6,4,1,1,95,134,118,3,0,2,1435,NA,NA,NA
1986,283,2,6,4,1,1,160,286,177,4,0,1,2399,NA,NA,NA
1986,284,2,6,4,1,1,134,267,223,6,0,2,3557,NA,NA,NA
1986,285,2,6,4,1,1,94,165,158,3,0,1,1863,NA,NA,NA
1986,286,2,6,4,1,1,86,131,131,4,0,2,1907,NA,NA,NA
1986,287,2,6,4,1,1,108,140,96,3,0,1,1199,NA,NA,NA
1986,288,2,6,4,1,1,95,171,134,4,0,2,1939,NA,NA,NA
1986,289,2,6,4,1,1,114,204,142,4,0,1,2025,NA,NA,NA
1986,290,2,6,4,1,1,115,218,150,4,0,2,2110,NA,NA,NA
1986,291,2,6,4,1,1,94,175,147,4,1,2,2078,NA,NA,NA
1986,292,2,6,4,1,1,85,165,109,4,0,2,1671,NA,NA,NA
1986,293,2,6,4,1,1,146,219,158,4,0,2,2196,NA,NA,NA
1986,294,2,6,4,1,1,99,129,99,4,0,2,1564,NA,NA,NA
1986,295,2,6,4,1,1,79,108,72,3,0,1,942,NA,NA,NA
1986,296,2,6,4,1,1,112,207,149,5,0,2,2432,NA,NA,NA
1986,297,2,6,4,1,1,109,165,150,4,0,2,2110,NA,NA,NA
1986,298,2,6,4,1,1,144,296,219,4,1,2,2849,NA,NA,NA
1986,299,2,6,4,1,1,137,253,187,5,0,2,2839,NA,NA,NA
1986,300,2,6,4,1,1,112,99,88,2,0,1,781,NA,NA,NA
1986,301,2,6,4,1,1,126,248,174,5,1,1,2700,NA,NA,NA
1986,302,2,6,4,1,1,108,185,166,4,0,1,2282,NA,NA,NA
1986,303,2,6,4,1,1,102,209,106,4,0,2,1639,NA,NA,NA
1986,304,2,6,4,1,1,86,194,150,4,0,1,2110,NA,NA,NA
1986,305,2,6,4,1,1,84,205,130,3,0,1,1564,NA,NA,NA
1986,306,2,6,4,1,1,118,187,137,4,0,1,1971,NA,NA,NA
1986,307,2,6,4,1,1,103,156,105,4,0,2,1628,NA,NA,NA
1986,308,2,6,4,1,1,131,224,102,4,0,2,1596,NA,NA,NA
1986,309,2,6,4,1,1,127,168,159,4,0,1,2207,NA,NA,NA
1986,310,2,6,4,1,1,105,226,140,3,0,1,1671,NA,NA,NA
1986,311,2,6,4,1,1,67,140,83,4,0,1,1393,NA,NA,NA
1986,312,2,6,4,1,1,113,209,161,4,0,2,2228,NA,NA,NA
1986,313,2,6,4,1,1,134,235,124,4,0,2,1832,NA,NA,NA
1986,314,2,6,4,1,1,80,139,88,3,0,1,1114,NA,NA,NA
1986,315,2,6,4,1,1,74,149,112,4,0,1,1703,NA,NA,NA
1986,316,2,6,4,1,1,103,163,92,3,0,1,1157,NA,NA,NA
1986,317,2,6,4,1,1,102,180,148,5,0,2,2421,NA,NA,NA
1986,318,2,6,4,1,1,120,186,109,4,0,2,1671,NA,NA,NA
1986,319,2,6,4,1,1,84,95,58,2,0,1,460,NA,NA,NA
1986,320,2,6,4,1,1,118,135,88,3,0,1,1114,NA,NA,NA
1987,1,1,4,2,NA,1,64,85,87,8,0,2,2648,NA,NA,NA
1987,1,2,1,1,NA,1,75,185,109,4,0,2,1671,NA,NA,NA
1987,2,1,4,2,NA,1,80,109,105,8,0,3,2985,NA,NA,NA
1987,2,2,1,1,NA,1,75,127,104,4,0,2,1618,NA,NA,NA
1987,3,1,4,2,NA,1,82,110,92,8,0,4,2744,NA,NA,NA
1987,3,2,1,1,NA,1,85,102,68,3,0,1,899,NA,NA,NA
1987,4,1,4,2,NA,1,63,79,51,7,0,3,1386,NA,NA,NA
1987,4,2,1,1,NA,1,82,129,74,3,0,2,964,NA,NA,NA
1987,5,1,4,2,NA,1,79,121,113,8,0,3,3128,NA,NA,NA
1987,5,2,1,1,NA,1,63,117,92,4,0,4,1489,NA,NA,NA
1987,6,1,4,2,NA,1,103,120,73,8,0,3,2368,NA,NA,NA
1987,6,2,1,1,NA,1,60,87,67,3,0,1,889,NA,NA,NA
1987,7,1,4,2,NA,1,102,119,91,9,1,4,3573,NA,NA,NA
1987,7,2,1,1,NA,1,66,126,86,4,0,2,1425,NA,NA,NA
1987,8,1,4,2,NA,1,74,101,72,7,0,4,1726,NA,NA,NA
1987,8,2,1,1,NA,1,68,103,79,4,0,2,1350,NA,NA,NA
1987,9,1,4,2,NA,1,89,148,96,8,0,4,2819,NA,NA,NA
1987,9,2,1,1,NA,1,51,104,88,4,0,2,1446,NA,NA,NA
1987,10,1,4,2,NA,1,95,125,108,10,0,5,5077,NA,NA,NA
1987,10,2,1,1,NA,1,65,114,74,4,0,2,1296,NA,NA,NA
1987,11,1,4,2,NA,1,93,111,107,8,0,3,3021,NA,NA,NA
1987,11,2,1,1,NA,1,65,132,94,4,0,2,1510,NA,NA,NA
1987,12,1,4,2,NA,1,120,165,120,11,0,4,6760,NA,NA,NA
1987,12,2,1,1,NA,1,62,87,67,3,0,2,889,NA,NA,NA
1987,13,1,4,2,NA,1,78,80,55,6,0,3,1020,NA,NA,NA
1987,13,2,1,1,NA,1,59,113,93,4,0,2,1500,NA,NA,NA
1987,14,1,4,2,NA,1,96,112,106,10,0,4,5017,NA,NA,NA
1987,14,2,1,1,NA,1,73,98,91,4,0,2,1478,NA,NA,NA
1987,15,1,4,2,NA,1,102,99,82,5,0,3,865,NA,NA,NA
1987,15,2,1,1,NA,1,91,136,72,3,0,1,942,NA,NA,NA
1987,16,1,4,2,NA,1,96,129,119,10,0,4,5401,NA,NA,NA
1987,16,2,1,1,NA,1,74,96,79,4,0,2,1350,NA,NA,NA
1987,17,1,4,2,NA,1,105,113,91,10,0,4,4552,NA,NA,NA
1987,17,2,1,1,NA,1,64,111,88,6,0,2,2111,NA,NA,NA
1987,18,1,4,2,NA,1,109,133,81,10,1,3,4227,NA,NA,NA
1987,18,2,1,1,NA,1,80,143,110,5,0,4,2014,NA,NA,NA
1987,19,1,4,2,NA,1,125,116,107,11,0,4,6284,NA,NA,NA
